start_lat,start_lng,rides_all,rides_january,rides_jan14_16,first_ride,last_ride
41.91,-87.66,4258,64,0,2023-02-01,2024-01-31
41.91,-87.65,9767,224,0,2023-02-01,2024-01-31
41.91,-87.64,4939,126,1,2023-02-01,2024-01-31
41.91,-87.63,20369,294,0,2023-02-01,2024-01-31
41.91,-87.62,6235,1,0,2023-02-04,2024-01-18
41.92,-87.81,72,3,0,2023-02-13,2024-01-02
41.92,-87.8,115,4,0,2023-02-07,2024-01-09
41.92,-87.79,197,1,0,2023-02-07,2024-01-29
41.92,-87.78,323,3,0,2023-02-07,2024-01-30
41.92,-87.77,457,5,0,2023-02-01,2024-01-27
41.92,-87.76,498,7,0,2023-02-02,2024-01-31
41.92,-87.75,777,8,0,2023-02-01,2024-01-31
41.92,-87.74,540,5,0,2023-02-02,2024-01-27
41.92,-87.73,1043,11,0,2023-02-02,2024-01-31
41.92,-87.72,3143,86,0,2023-02-01,2024-01-31
41.92,-87.71,3470,54,0,2023-02-02,2024-01-31
41.92,-87.7,5515,113,2,2023-02-02,2024-01-31
41.92,-87.69,6328,175,0,2023-02-01,2024-01-31
41.92,-87.68,5084,151,1,2023-02-01,2024-01-31
41.92,-87.67,5585,153,0,2023-02-01,2024-01-31
41.92,-87.66,6190,173,0,2023-02-01,2024-01-31
41.92,-87.65,15356,311,0,2023-02-01,2024-01-31
41.92,-87.64,10465,122,0,2023-02-01,2024-01-31
41.92,-87.63,10440,34,0,2023-02-05,2024-01-31
41.93,-87.83,1,0,0,2023-07-29,2023-07-29
41.93,-87.82,1,0,0,2023-07-30,2023-07-30
41.93,-87.81,256,3,0,2023-02-03,2024-01-11
41.93,-87.8,128,4,0,2023-02-03,2024-01-12
41.93,-87.79,656,9,0,2023-02-01,2024-01-30
41.93,-87.78,399,7,0,2023-02-06,2024-01-30
41.93,-87.77,628,17,0,2023-02-01,2024-01-31
41.93,-87.76,479,0,0,2023-02-02,2023-12-30
41.93,-87.75,432,6,0,2023-02-07,2024-01-30
41.93,-87.74,630,12,0,2023-02-01,2024-01-30
41.93,-87.73,877,21,0,2023-02-01,2024-01-30
41.93,-87.72,2461,70,0,2023-02-01,2024-01-31
41.93,-87.71,5447,84,0,2023-02-01,2024-01-31
41.93,-87.7,5027,100,0,2023-02-01,2024-01-31
41.93,-87.69,3570,46,0,2023-02-01,2024-01-31
41.93,-87.68,5185,123,0,2023-02-01,2024-01-31
41.93,-87.67,5302,124,0,2023-02-01,2024-01-31
41.93,-87.66,8807,231,1,2023-02-01,2024-01-31
41.93,-87.65,17988,395,0,2023-02-01,2024-01-31
41.93,-87.64,16997,279,0,2023-02-01,2024-01-31
41.93,-87.63,5888,12,0,2023-02-04,2024-01-27
41.94,-87.84,2,0,0,2023-05-13,2023-05-13
41.94,-87.83,69,0,0,2023-02-02,2023-12-26
41.94,-87.82,57,0,0,2023-02-26,2023-10-31
41.94,-87.81,142,1,0,2023-02-09,2024-01-31
41.94,-87.8,79,0,0,2023-02-11,2023-12-22
41.94,-87.79,156,1,0,2023-02-08,2024-01-03
41.94,-87.78,169,4,0,2023-02-05,2024-01-30
41.94,-87.77,427,11,0,2023-02-05,2024-01-31
41.94,-87.76,206,2,0,2023-02-01,2024-01-27
41.94,-87.75,476,9,1,2023-02-01,2024-01-29
41.94,-87.74,397,5,0,2023-02-04,2024-01-31
41.94,-87.73,1523,39,0,2023-02-01,2024-01-31
41.94,-87.72,1709,23,2,2023-02-01,2024-01-30
41.94,-87.71,1595,42,0,2023-02-01,2024-01-31
41.94,-87.7,1932,40,0,2023-02-02,2024-01-31
41.94,-87.69,2469,33,0,2023-02-01,2024-01-31
41.94,-87.68,4033,61,0,2023-02-01,2024-01-31
41.94,-87.67,8948,261,0,2023-02-01,2024-01-31
41.94,-87.66,8324,143,1,2023-02-01,2024-01-31
41.94,-87.65,19944,408,1,2023-02-01,2024-01-31
41.94,-87.64,14948,240,0,2023-02-01,2024-01-31
41.94,-87.63,1717,6,0,2023-02-04,2024-01-30
41.95,-87.86,1,0,0,2023-08-01,2023-08-01
41.95,-87.84,11,0,0,2023-02-15,2023-09-24
41.95,-87.83,14,0,0,2023-02-09,2023-07-21
41.95,-87.82,26,0,0,2023-02-28,2023-10-26
41.95,-87.81,126,1,0,2023-02-06,2024-01-29
41.95,-87.8,52,1,0,2023-03-06,2024-01-31
41.95,-87.79,118,0,0,2023-02-02,2023-12-30
41.95,-87.78,181,3,0,2023-02-03,2024-01-04
41.95,-87.77,358,13,0,2023-02-06,2024-01-29
41.95,-87.76,279,2,0,2023-02-01,2024-01-02
41.95,-87.75,531,10,0,2023-02-01,2024-01-29
41.95,-87.74,611,4,0,2023-02-06,2024-01-25
41.95,-87.73,1037,28,0,2023-02-01,2024-01-30
41.95,-87.72,1182,48,0,2023-02-02,2024-01-30
41.95,-87.71,2160,65,0,2023-02-01,2024-01-31
41.95,-87.7,1024,22,0,2023-02-02,2024-01-31
41.95,-87.69,2780,96,0,2023-02-01,2024-01-31
41.95,-87.68,3987,104,0,2023-02-02,2024-01-31
41.95,-87.67,5069,115,0,2023-02-01,2024-01-31
41.95,-87.66,19292,364,0,2023-02-01,2024-01-31
41.95,-87.65,16312,351,0,2023-02-01,2024-01-31
41.95,-87.64,6562,34,0,2023-02-01,2024-01-31
41.96,-87.94,2,0,0,2023-09-29,2023-11-15
41.96,-87.92,1,0,0,2023-07-08,2023-07-08
41.96,-87.85,1,0,0,2023-06-07,2023-06-07
41.96,-87.84,34,0,0,2023-05-06,2023-11-10
41.96,-87.82,1,0,0,2023-08-04,2023-08-04
41.96,-87.81,11,0,0,2023-04-06,2023-11-10
41.96,-87.8,6,0,0,2023-04-07,2023-09-11
41.96,-87.79,77,1,0,2023-05-03,2024-01-02
41.96,-87.78,42,1,0,2023-06-01,2024-01-13
41.96,-87.77,151,8,0,2023-03-04,2024-01-30
41.96,-87.76,289,4,0,2023-02-01,2024-01-27
41.96,-87.75,419,5,0,2023-02-01,2024-01-26
41.96,-87.74,494,12,0,2023-02-01,2024-01-31
41.96,-87.73,600,14,0,2023-02-02,2024-01-31
41.96,-87.72,691,11,0,2023-02-01,2024-01-31
41.96,-87.71,1983,58,0,2023-02-01,2024-01-31
41.96,-87.7,1473,25,0,2023-02-02,2024-01-31
41.96,-87.69,1505,34,0,2023-02-01,2024-01-31
41.96,-87.68,3309,91,0,2023-02-01,2024-01-31
41.96,-87.67,3355,107,0,2023-02-01,2024-01-31
41.96,-87.66,4152,98,1,2023-02-01,2024-01-31
41.96,-87.65,8922,190,0,2023-02-01,2024-01-31
41.96,-87.64,5548,13,0,2023-02-04,2024-01-31
41.96,-87.63,1894,3,0,2023-02-10,2024-01-27
41.97,-87.87,2,0,0,2023-06-23,2023-06-26
41.97,-87.86,4,0,0,2023-06-23,2023-10-21
41.97,-87.85,17,0,0,2023-05-10,2023-12-18
41.97,-87.84,121,1,0,2023-05-05,2024-01-07
41.97,-87.83,2,0,0,2023-09-24,2023-09-25
41.97,-87.82,2,0,0,2023-07-27,2023-07-27
41.97,-87.81,63,1,0,2023-05-05,2024-01-04
41.97,-87.8,13,0,0,2023-05-05,2023-10-31
41.97,-87.79,28,1,0,2023-05-13,2024-01-04
41.97,-87.78,181,0,0,2023-05-07,2023-12-30
41.97,-87.77,110,0,0,2023-05-09,2023-12-24
41.97,-87.76,666,16,0,2023-02-04,2024-01-31
41.97,-87.75,183,6,0,2023-02-23,2024-01-31
41.97,-87.74,339,1,0,2023-02-04,2024-01-04
41.97,-87.73,309,2,0,2023-02-02,2024-01-18
41.97,-87.72,623,12,0,2023-02-03,2024-01-31
41.97,-87.71,1305,18,0,2023-02-01,2024-01-31
41.97,-87.7,1091,29,0,2023-02-04,2024-01-31
41.97,-87.69,3146,103,0,2023-02-02,2024-01-31
41.97,-87.68,2772,70,0,2023-02-02,2024-01-31
41.97,-87.67,6570,254,3,2023-02-01,2024-01-31
41.97,-87.66,6158,176,0,2023-02-01,2024-01-31
41.97,-87.65,4919,116,0,2023-02-01,2024-01-31
41.97,-87.64,1772,2,0,2023-02-02,2024-01-29
41.97,-87.63,27,0,0,2023-02-19,2023-12-24
41.98,-87.87,2,0,0,2023-05-30,2023-07-01
41.98,-87.86,7,0,0,2023-05-24,2023-09-22
41.98,-87.85,12,0,0,2023-06-04,2023-11-22
41.98,-87.84,152,2,0,2023-05-03,2024-01-03
41.98,-87.83,6,1,0,2023-05-03,2024-01-06
41.98,-87.82,10,0,0,2023-05-10,2023-12-27
41.98,-87.81,136,0,0,2023-05-04,2023-12-31
41.98,-87.8,3,0,0,2023-05-12,2023-12-02
41.98,-87.79,51,0,0,2023-05-27,2023-12-20
41.98,-87.78,77,1,0,2023-05-12,2024-01-04
41.98,-87.77,62,2,0,2023-05-13,2024-01-24
41.98,-87.76,100,4,0,2023-05-07,2024-01-11
41.98,-87.75,35,3,0,2023-05-03,2024-01-28
41.98,-87.74,87,0,0,2023-05-04,2023-12-23
41.98,-87.73,138,1,0,2023-05-09,2024-01-30
41.98,-87.72,164,5,0,2023-03-15,2024-01-22
41.98,-87.71,435,3,0,2023-02-01,2024-01-26
41.98,-87.7,821,28,0,2023-02-02,2024-01-29
41.98,-87.69,1447,32,0,2023-02-01,2024-01-31
41.98,-87.68,1320,24,0,2023-02-02,2024-01-31
41.98,-87.67,7564,158,1,2023-02-01,2024-01-31
41.98,-87.66,5784,177,2,2023-02-01,2024-01-31
41.98,-87.65,4520,32,0,2023-02-01,2024-01-31
41.99,-87.85,1,0,0,2023-07-24,2023-07-24
41.99,-87.84,7,0,0,2023-06-05,2023-12-26
41.99,-87.83,1,0,0,2023-10-24,2023-10-24
41.99,-87.82,45,0,0,2023-05-12,2023-12-29
41.99,-87.81,5,0,0,2023-05-20,2023-10-09
41.99,-87.8,89,7,0,2023-05-07,2024-01-27
41.99,-87.79,47,0,0,2023-06-14,2023-12-19
41.99,-87.78,42,0,0,2023-05-15,2023-11-09
41.99,-87.77,29,0,0,2023-05-04,2023-11-06
41.99,-87.76,10,0,0,2023-05-13,2023-09-29
41.99,-87.75,39,0,0,2023-05-21,2023-12-21
41.99,-87.74,58,0,0,2023-05-12,2023-10-20
41.99,-87.73,99,0,0,2023-05-04,2023-12-12
41.99,-87.72,29,2,0,2023-05-05,2024-01-09
41.99,-87.71,591,26,0,2023-02-01,2024-01-31
41.99,-87.7,439,6,0,2023-02-01,2024-01-29
41.99,-87.69,345,9,0,2023-02-02,2024-01-29
41.99,-87.68,489,6,0,2023-02-02,2024-01-28
41.99,-87.67,3639,104,0,2023-02-01,2024-01-31
41.99,-87.66,4913,123,0,2023-02-01,2024-01-31
41.99,-87.65,1327,1,0,2023-02-19,2024-01-31
42.0,-87.82,33,0,0,2023-05-07,2023-12-07
42.0,-87.81,18,0,0,2023-05-25,2023-12-22
42.0,-87.8,15,0,0,2023-05-13,2023-10-19
42.0,-87.79,70,5,0,2023-05-13,2024-01-05
42.0,-87.78,9,0,0,2023-06-01,2023-10-01
42.0,-87.77,49,3,0,2023-05-05,2024-01-31
42.0,-87.76,35,1,0,2023-05-04,2024-01-01
42.0,-87.75,8,0,0,2023-05-15,2023-10-07
42.0,-87.74,3,0,0,2023-08-12,2023-08-16
42.0,-87.73,17,1,0,2023-06-03,2024-01-29
42.0,-87.72,65,1,0,2023-03-21,2024-01-10
42.0,-87.71,337,1,0,2023-02-04,2024-01-04
42.0,-87.7,495,4,0,2023-02-02,2024-01-28
42.0,-87.69,836,17,0,2023-02-04,2024-01-29
42.0,-87.68,685,11,0,2023-02-03,2024-01-27
42.0,-87.67,2551,54,1,2023-02-01,2024-01-31
42.0,-87.66,3190,89,1,2023-02-01,2024-01-31
42.0,-87.65,105,0,0,2023-04-09,2023-12-12
42.01,-87.84,1,0,0,2023-11-06,2023-11-06
42.01,-87.82,2,0,0,2023-05-13,2023-06-05
42.01,-87.81,4,0,0,2023-05-20,2023-11-06
42.01,-87.8,1,0,0,2023-11-06,2023-11-06
42.01,-87.79,2,0,0,2023-06-19,2023-07-08
42.01,-87.78,20,1,0,2023-05-28,2024-01-07
42.01,-87.77,52,0,0,2023-05-17,2023-12-23
42.01,-87.76,10,0,0,2023-05-27,2023-11-07
42.01,-87.72,3,0,0,2023-07-31,2023-08-04
42.01,-87.71,352,6,0,2023-02-07,2024-01-30
42.01,-87.7,297,4,0,2023-02-01,2024-01-08
42.01,-87.69,359,0,0,2023-02-02,2023-12-27
42.01,-87.68,1017,26,0,2023-02-01,2024-01-31
42.01,-87.67,2207,72,1,2023-02-01,2024-01-31
42.01,-87.66,1231,49,0,2023-02-01,2024-01-31
42.02,-87.78,1,0,0,2023-08-19,2023-08-19
42.02,-87.72,1,0,0,2023-08-09,2023-08-09
42.02,-87.71,220,2,0,2023-02-05,2024-01-26
42.02,-87.7,134,2,0,2023-02-08,2024-01-06
42.02,-87.69,285,2,0,2023-02-01,2024-01-30
42.02,-87.68,856,16,0,2023-02-01,2024-01-31
42.02,-87.67,1277,33,0,2023-02-04,2024-01-30
42.02,-87.66,178,3,0,2023-02-04,2024-01-29
42.03,-87.71,159,3,0,2023-02-10,2024-01-27
42.03,-87.7,210,7,0,2023-02-04,2024-01-27
42.03,-87.69,235,4,0,2023-02-07,2024-01-27
42.03,-87.68,587,15,0,2023-02-04,2024-01-27
42.03,-87.67,234,0,0,2023-02-13,2023-12-28
42.04,-87.8,1,0,0,2023-07-30,2023-07-30
42.04,-87.71,43,0,0,2023-02-05,2023-12-07
42.04,-87.7,242,7,0,2023-02-04,2024-01-27
42.04,-87.69,132,4,0,2023-02-12,2024-01-30
42.04,-87.68,1038,19,0,2023-02-02,2024-01-31
42.04,-87.67,127,0,0,2023-02-06,2023-12-31
42.05,-87.73,1,0,0,2023-07-27,2023-07-27
42.05,-87.72,1,0,0,2023-02-14,2023-02-14
42.05,-87.71,51,1,0,2023-04-24,2024-01-05
42.05,-87.7,127,2,0,2023-02-10,2024-01-03
42.05,-87.69,569,19,0,2023-02-07,2024-01-31
42.05,-87.68,3189,145,1,2023-02-01,2024-01-31
42.05,-87.67,776,53,0,2023-02-03,2024-01-27
42.06,-87.74,2,0,0,2023-08-01,2023-08-01
42.06,-87.73,35,1,0,2023-03-04,2024-01-07
42.06,-87.72,37,0,0,2023-04-09,2023-11-28
42.06,-87.71,84,1,0,2023-02-07,2024-01-05
42.06,-87.7,331,6,0,2023-02-08,2024-01-31
42.06,-87.69,291,11,0,2023-02-05,2024-01-31
42.06,-87.68,1533,99,0,2023-02-01,2024-01-31
42.06,-87.67,1026,41,0,2023-02-01,2024-01-31
42.07,-87.73,17,0,0,2023-06-17,2023-10-14
42.07,-87.72,7,0,0,2023-05-18,2023-11-21
42.07,-87.71,16,0,0,2023-04-09,2023-12-24
42.07,-87.7,33,0,0,2023-02-18,2023-12-05
42.07,-87.69,79,1,0,2023-02-06,2024-01-08
42.07,-87.68,64,0,0,2023-03-31,2023-12-03
